DB00374	DB00796
DB00472	DB09128
DB00588	DB00816
DB00104	DB00373
DB00266	DB01357
DB00484	DB04920
DB01045	DB08899
DB00804	DB01409
DB00988	DB01255
DB01095	DB06724
DB00007	DB06708
DB00784	DB06813
DB00584	DB04884
DB00445	DB00864
DB04905	DB09063
DB00343	DB00820
DB01263	DB06287
DB01595	DB09072
DB00029	DB06822
DB00252	DB00395
DB00648	DB00762
DB00834	DB08864
DB00316	DB09112
DB00342	DB01072
DB00196	DB04938
DB01104	DB08794
DB01621	DB08907
DB00497	DB06717
DB00569	DB06822
DB00502	DB01017
DB00898	DB00999
DB01393	DB09064
DB00615	DB00783
DB00930	DB01203
DB00661	DB01232
DB00046	DB00491
DB00332	DB09076
DB01041	DB01281
DB01041	DB01242
DB00136	DB09104
DB01221	DB01589
DB00065	DB00195
DB00450	DB00909
DB00909	DB01356
DB00359	DB01398
DB00722	DB01354
DB00472	DB00697
DB00021	DB06702
DB00648	DB06684
DB01018	DB01232
DB01323	DB09053
DB00951	DB09039
DB00364	DB06410
DB00535	DB00684
DB00078	DB00176
DB00669	DB06288
DB00331	DB06216
DB01232	DB08875
DB01263	DB04841
DB00687	DB00864
DB01394	DB06290
DB00408	DB00934
DB00615	DB08881
DB00238	DB09101
DB01109	DB04865
DB00327	DB00956
DB00477	DB08918
DB00672	DB00731
DB00508	DB00543
DB00648	DB01182
DB00414	DB01285
DB00248	DB00408
DB00320	DB01403
DB00590	DB06273
DB01238	DB09117
DB00648	DB08882
DB00181	DB01068
DB00007	DB00604
DB00188	DB00213
DB00661	DB11093
DB00202	DB03615
DB00237	DB00321
DB00366	DB00906
DB00465	DB01009
DB00749	DB01356
DB00794	DB09048
DB01008	DB01263
DB00208	DB00420
DB00391	DB00679
DB00182	DB01377
DB00273	DB09300
DB00682	DB00945
DB01219	DB09036
DB00042	DB00798
DB01598	DB01610
DB00108	DB01254
DB00748	DB01021
DB00281	DB01193
DB00434	DB01171
DB00268	DB08881
DB00564	DB01254
DB00790	DB00876
DB04855	DB06605
DB00622	DB01119
DB00423	DB08883
DB00752	DB06764
DB00266	DB09123
DB00401	DB05521
DB04908	DB06636
DB00204	DB01320
DB00498	DB06441
DB00311	DB01114
DB00270	DB00307
DB01238	DB06636
DB00211	DB00277
DB01238	DB08914
DB00843	DB09063
DB00864	DB00993
DB00802	DB05271
DB00673	DB06207
DB00621	DB06335
DB00268	DB01558
DB00972	DB08883
DB00541	DB00582
DB00295	DB00752
DB00422	DB00933
DB00366	DB01151
DB01201	DB09143
DB00314	DB00798
DB00865	DB00961
DB00470	DB00737
DB00202	DB01356
DB00588	DB00976
DB00497	DB08912
DB00387	DB08893
DB00618	DB00739
DB00865	DB06767
DB00363	DB00726
DB01041	DB01558
DB06204	DB06690
DB00054	DB06754
DB00994	DB01053
DB00307	DB08931
DB00470	DB01142
DB00258	DB06724
DB00607	DB00996
DB01024	DB11110
DB01068	DB01392
DB01232	DB09262
DB00434	DB01367
DB00798	DB01603
DB00182	DB00937
DB00484	DB00999
DB00035	DB00564
DB00514	DB01239
DB00956	DB01072
DB00263	DB00541
DB01278	DB09555
DB01232	DB05773
DB00723	DB01223
DB00390	DB00575
DB00186	DB00611
DB00211	DB00601
DB00537	DB08827
DB00773	DB01254
DB00204	DB00477
DB01238	DB04844
DB00564	DB01017
DB00559	DB01264
DB00564	DB09083
DB00974	DB06441
DB00648	DB09128
DB00450	DB00844
DB00715	DB00731
DB00991	DB01208
DB00598	DB09063
DB01030	DB01097
DB00388	DB00895
DB04835	DB09063
DB00910	DB01070
DB00651	DB09273
DB00601	DB01193
DB00484	DB00831
DB06795	DB09268
DB00864	DB05521
DB00989	DB01239
DB00727	DB00750
DB00557	DB00623
DB00108	DB00322
DB00681	DB00741
DB06216	DB08907
DB00543	DB00908
DB00499	DB08880
DB00673	DB08895
DB00571	DB09282
DB00557	DB00768
DB00450	DB08910
DB00695	DB08880
DB00653	DB04908
DB00758	DB00951
DB00622	DB00834
DB00758	DB00932
DB01016	DB01267
DB01076	DB01323
DB00559	DB00904
DB00687	DB06819
DB00514	DB01168
DB00425	DB09034
DB00425	DB00737
DB00814	DB00994
DB00254	DB01320
DB00994	DB01607
DB00204	DB00889
DB00715	DB01075
DB08931	DB09291
DB00972	DB01242
DB00898	DB06700
DB01232	DB01319
DB00072	DB06287
DB00136	DB11110
DB00252	DB00996
DB00320	DB00449
DB01203	DB09083
DB01100	DB09117
DB00277	DB06717
DB00586	DB01609
DB00379	DB01320
DB01259	DB06207
DB00448	DB01323
DB00046	DB06719
DB00780	DB04924
DB00571	DB08976
DB00951	DB01100
DB08865	DB08916
DB01016	DB06788
DB06688	DB08904
DB00862	DB01211
DB00734	DB00876
DB00220	DB00227
DB00215	DB06271
DB00586	DB00749
DB06696	DB08976
DB00316	DB00723
DB00648	DB00829
DB00231	DB01017
DB00758	DB06779
DB01656	DB09029
DB00321	DB00461
DB00331	DB00407
DB00341	DB00425
DB00734	DB06684
DB00540	DB00677
DB00277	DB02703
DB00847	DB06723
DB00285	DB00586
DB00559	DB05676
DB00834	DB06237
DB00243	DB00673
DB00252	DB09034
DB00370	DB00673
DB00884	DB01397
DB00241	DB01074
DB00252	DB01174
DB00859	DB06724
DB06210	DB11093
DB00673	DB00745
DB00398	DB01136
DB00999	DB01124
DB01377	DB04841
DB00484	DB00598
DB00734	DB08882
DB00346	DB01609
DB00181	DB06282
DB00254	DB01607
DB00871	DB01364
DB00569	DB01357
DB06717	DB09143
DB01037	DB09123
DB00203	DB00418
DB00875	DB01200
DB00083	DB00732
DB06218	DB08865
DB06335	DB08865
DB00367	DB00930
DB00712	DB00798
DB00673	DB00959
DB00425	DB00831
DB00178	DB00780
DB00237	DB00486
DB00322	DB00440
DB00418	DB00575
DB00950	DB01041
DB08875	DB08933
DB01377	DB06817
DB04855	DB06273
DB00344	DB00831
DB00277	DB00806
DB00503	DB01251
DB00687	DB01400
DB00358	DB00819
DB01149	DB01233
DB00682	DB01150
DB00515	DB01097
DB00932	DB01120
DB00818	DB06201
DB04835	DB05521
DB00307	DB00622
DB00476	DB00999
DB00573	DB00686
DB00359	DB01309
DB00387	DB01233
DB00422	DB08822
DB00745	DB00834
DB09100	DB09210
DB00363	DB00765
DB00601	DB01100
DB01211	DB04855
DB00387	DB00782
DB05773	DB09048
DB01166	DB04908
DB01041	DB04844
DB00612	DB00734
DB00734	DB01113
DB00980	DB09065
DB06730	DB09075
DB00912	DB00945
DB01398	DB04896
DB01319	DB01601
DB00186	DB00349
DB00555	DB00976
DB06216	DB06288
DB00338	DB01418
DB00321	DB00831
DB00477	DB00679
DB00454	DB00501
DB00909	DB01195
DB06335	DB06700
DB00381	DB04908
DB00312	DB00486
DB08827	DB09065
DB00193	DB00623
DB00268	DB00934
DB00153	DB01223
DB00653	DB00844
DB08827	DB09036
DB00283	DB00895
DB06822	DB09079
DB00319	DB00759
DB00635	DB09065
DB00355	DB09268
DB00752	DB01340
DB00267	DB01418
DB00421	DB01432
DB00261	DB00946
DB01062	DB01264
DB00455	DB09072
DB04868	DB09053
DB00880	DB09214
DB00312	DB00444
DB00834	DB09054
DB00254	DB00578
DB00564	DB05294
DB00682	DB04574
DB00653	DB04946
DB00268	DB00391
DB00674	DB06144
DB01026	DB08931
DB00531	DB01072
DB00393	DB00503
DB00030	DB01251
DB00216	DB00391
DB00409	DB00476
DB00423	DB06204
DB00695	DB01307
DB00420	DB01367
DB00871	DB01223
DB00476	DB01018
DB00337	DB01008
DB00368	DB01236
DB00997	DB04871
DB00213	DB08934
DB04924	DB11315
DB00767	DB01049
DB00884	DB06724
DB00957	DB06404
DB01224	DB01263
DB00252	DB00715
DB00409	DB01049
DB00007	DB01072
DB00907	DB01556
DB00065	DB00554
DB00295	DB01176
DB00768	DB05271
DB01174	DB01656
DB00624	DB01016
DB00081	DB06441
DB06290	DB08916
DB00366	DB00413
DB00022	DB00726
DB01211	DB09036
DB00006	DB00974
DB01259	DB06616
DB00243	DB00341
DB00285	DB08933
DB00252	DB08931
DB00375	DB01222
DB00571	DB06695
DB00056	DB00108
DB00237	DB01023
DB00310	DB01120
DB00176	DB04951
DB01023	DB01353
DB00343	DB01238
DB00252	DB09117
DB00571	DB01238
DB04953	DB09117
DB00768	DB09272
DB00526	DB01097
DB00672	DB00808
DB05109	DB06636
DB00307	DB01264
DB00880	DB06335
DB00684	DB01060
DB00684	DB01416
DB01009	DB08880
DB00312	DB01054
DB00070	DB00455
DB00610	DB01576
DB01112	DB09268
DB00784	DB11249
DB00619	DB01182
DB00945	DB08935
DB00976	DB06237
DB00938	DB01072
DB00865	DB01063
DB00613	DB01104
DB00889	DB06684
DB04908	DB08912
DB00651	DB01068
DB00277	DB00951
DB01149	DB08875
DB00414	DB00887
DB00040	DB00726
DB01234	DB08875
DB00072	DB00361
DB00364	DB01165
DB00351	DB01309
DB01319	DB01624
DB00040	DB00572
DB00588	DB00988
DB00584	DB09220
DB01024	DB09104
DB00007	DB00710
DB00338	DB06817
DB00503	DB06176
DB00864	DB01101
DB00321	DB06603
DB00193	DB00606
DB00612	DB01323
DB00300	DB00955
DB00418	DB00678
DB00393	DB00862
DB00418	DB01320
DB00433	DB00490
DB01203	DB09063
DB00321	DB01392
DB00409	DB00540
DB00421	DB01339
DB01021	DB01200
DB01032	DB06211
DB00682	DB01263
DB01219	DB09034
DB00041	DB04817
DB01049	DB01238
DB00535	DB00893
DB00450	DB01175
DB00376	DB06148
DB00956	DB01075
DB00320	DB00450
DB01261	DB02901
DB04865	DB08976
DB00881	DB01592
DB01393	DB06817
DB00497	DB09036
DB00396	DB01225
DB00311	DB01397
DB01021	DB01234
DB00006	DB00081
DB01023	DB11093
DB00370	DB00625
DB00206	DB05271
DB00420	DB00450
DB00237	DB00903
DB00502	DB00712
DB01242	DB06704
DB00327	DB00898
DB01120	DB01398
DB00163	DB00215
DB00979	DB08897
DB00181	DB00829
DB00295	DB00715
DB00514	DB09042
DB00421	DB00752
DB00202	DB01082
DB01047	DB09063
DB00182	DB09294
DB00318	DB09039
DB00180	DB08820
DB01200	DB06288
DB00279	DB01432
DB01193	DB09242
DB00819	DB01192
DB00648	DB09291
DB00082	DB00956
DB00673	DB09128
DB00908	DB06589
DB00030	DB00201
DB00559	DB00865
DB01069	DB09072
DB00204	DB00557
DB00285	DB00852
DB00830	DB06413
DB00390	DB00910
DB00615	DB09102
DB01380	DB06724
DB01211	DB01232
DB00180	DB01234
DB01066	DB01377
DB00996	DB09104
DB00325	DB00622
DB00188	DB00349
DB00648	DB01118
DB00363	DB00928
DB00829	DB09073
DB06335	DB06636
DB00715	DB11249
DB01167	DB08881
DB00056	DB04817
DB00206	DB01253
DB00070	DB01399
DB00091	DB00919
DB00615	DB04855
DB01601	DB06335
DB00623	DB00752
DB00820	DB01359
DB00945	DB01307
DB00484	DB04841
DB00618	DB01605
DB00220	DB00918
DB00915	DB01156
DB01129	DB06589
DB01022	DB09222
DB00073	DB00393
DB00294	DB06404
DB00180	DB00220
DB00486	DB00753
DB00220	DB00501
DB00195	DB05812
DB00623	DB00765
DB00193	DB00503
DB01045	DB09073
DB00458	DB00921
DB00215	DB08820
DB00420	DB00956
DB00571	DB04855
DB01114	DB08897
DB00349	DB01392
DB00541	DB08912
DB00381	DB00607
DB01045	DB06616
DB06271	DB09079
DB00344	DB00904
DB06822	DB08907
DB00956	DB01406
DB00029	DB00554
DB00224	DB08815
DB00499	DB02703
DB00726	DB09242
DB00232	DB00820
DB00208	DB01320
DB00245	DB01409
DB00069	DB00811
DB00554	DB11249
DB00641	DB08912
DB00104	DB04868
DB01251	DB06663
DB00952	DB06808
DB01579	DB08824
DB00321	DB09065
DB00857	DB06335
DB00359	DB08439
DB00653	DB00875
DB00370	DB00964
DB00958	DB04817
DB01224	DB01306
DB00389	DB00390
DB00277	DB00349
DB00201	DB01353
DB00531	DB01118
DB00761	DB00835
DB01162	DB08935
DB00474	DB01197
DB00073	DB00796
DB00252	DB00366
DB00007	DB01254
DB00768	DB09290
DB00472	DB01109
DB00999	DB08914
DB00672	DB09123
DB00622	DB00780
DB00691	DB00700
DB04884	DB06207
DB04861	DB08976
DB00425	DB01173
DB00188	DB00277
DB00470	DB01238
DB00737	DB00765
DB01268	DB06480
DB00673	DB04835
DB00584	DB00862
DB00682	DB00784
DB00030	DB01399
DB00187	DB01359
DB00333	DB00834
DB08935	DB08976
DB00470	DB01440
DB00104	DB00757
DB00877	DB04817
DB00472	DB04884
DB00472	DB09211
DB01023	DB06290
DB06695	DB08918
DB01026	DB08881
DB00366	DB04844
DB00422	DB00794
DB01143	DB01197
DB08899	DB09034
DB00277	DB00418
DB00774	DB01114
DB00543	DB01104
DB01359	DB01392
DB00750	DB09401
DB00051	DB06688
DB00186	DB00366
DB00333	DB01267
DB00806	DB01109
DB00465	DB01551
DB00091	DB00482
DB00808	DB00898
DB01398	DB09477
DB01556	DB06711
DB00472	DB00767
DB00237	DB01115
DB00642	DB00814
DB05521	DB08896
DB00370	DB00950
DB00582	DB01259
DB01656	DB08912
DB00368	DB00457
DB01120	DB09214
DB01176	DB06698
DB06271	DB11095
DB00484	DB00966
DB00864	DB09077
DB01014	DB01600
DB00490	DB01247
DB00243	DB00625
DB00691	DB00862
DB00413	DB08872
DB00495	DB01201
DB00893	DB06724
DB01149	DB04842
DB06282	DB09072
DB00956	DB06690
DB00808	DB01070
DB01017	DB06723
DB00443	DB06688
DB00332	DB00397
DB00983	DB06707
DB00358	DB08933
DB00422	DB01018
DB01224	DB09272
DB00344	DB00474
DB00317	DB00927
DB00370	DB08820
DB00648	DB06702
DB00705	DB08867
DB01072	DB01215
DB00727	DB01354
DB00196	DB00813
DB00503	DB04884
DB00367	DB01354
DB00788	DB03619
DB00912	DB00957
DB00565	DB01023
DB00932	DB01104
DB00613	DB06636
DB01624	DB06700
DB00530	DB06717
DB01164	DB01244
DB00945	DB09043
DB00047	DB00443
DB00323	DB00450
DB00498	DB00573
DB01045	DB08865
DB00078	DB00266
DB01054	DB09104
DB00860	DB04876
DB00321	DB01050
DB00408	DB01151
DB00863	DB01026
DB00601	DB00968
DB00316	DB04841
DB00374	DB00834
DB00273	DB00543
DB00673	DB06616
DB00708	DB00808
DB00867	DB06711
DB00361	DB00872
DB00091	DB00339
DB00245	DB00273
DB00444	DB00872
DB00561	DB00935
DB00872	DB01268
DB00425	DB08872
DB00932	DB01175
DB00214	DB01234
DB00109	DB00677
DB00215	DB08912
DB01403	DB01558
DB00588	DB01556
DB00040	DB00986
DB01232	DB01256
DB00393	DB04946
DB00924	DB08883
DB00633	DB08895
DB00519	DB00877
DB00436	DB00752
DB04855	DB08870
DB00277	DB08811
DB00246	DB08918
DB04897	DB08895
DB00668	DB01168
DB00745	DB06335
DB00237	DB08867
DB00618	DB01377
DB00331	DB00359
DB00195	DB08877
DB01288	DB01556
DB00842	DB09034
DB00976	DB05109
DB00035	DB01380
DB00470	DB01219
DB00621	DB00682
DB00367	DB06206
DB00615	DB08875
DB00557	DB04953
DB01320	DB01583
DB06719	DB08914
DB00472	DB01149
DB00193	DB01253
DB01124	DB01234
DB00159	DB00554
DB08820	DB09102
DB00186	DB00747
DB01203	DB08914
DB00204	DB01238
DB00678	DB09242
DB01181	DB09063
DB00615	DB01095
DB01264	DB09073
DB00656	DB01100
DB00188	DB09071
DB00310	DB00687
DB00887	DB06204
DB00022	DB01367
DB00178	DB00484
DB00177	DB00727
DB00436	DB01551
DB00454	DB06201
DB00769	DB09067
DB01072	DB04868
DB08868	DB08877
DB08880	DB09320
DB00945	DB01285
DB00732	DB00919
DB00391	DB09068
DB00477	DB09290
DB08895	DB10829
DB00575	DB00862
DB00642	DB04817
DB01100	DB09118
DB00503	DB00623
DB06782	DB09162
DB00378	DB06779
DB00686	DB00712
DB04272	DB09030
DB06688	DB06772
DB01099	DB04817
DB00458	DB00794
DB00216	DB00619
DB00196	DB05239
DB04868	DB09054
DB00041	DB00195
DB00351	DB01109
DB00199	DB08916
DB00541	DB08895
DB00934	DB06808
DB00468	DB09104
DB00264	DB00468
DB01263	DB09073
DB00196	DB00280
DB00187	DB00457
DB00434	DB00972
DB00337	DB01149
DB00215	DB01263
DB00887	DB08935
DB00524	DB00564
DB01320	DB09071
DB00309	DB00503
DB00932	DB09123
DB00224	DB06684
DB00834	DB06772
DB00907	DB08824
DB00193	DB00486
DB00422	DB01403
DB00206	DB00820
DB00661	DB01184
DB00780	DB01274
DB01165	DB06594
DB00559	DB00759
DB00515	DB00955
DB00325	DB00996
DB00502	DB06148
DB00321	DB09080
DB00384	DB09220
DB00252	DB01224
DB00269	DB00673
DB00343	DB09063
DB00593	DB01041
DB00661	DB08877
DB00956	DB01595
DB01026	DB08901
DB00440	DB01208
DB00653	DB01224
DB00932	DB01174
DB01101	DB08895
DB00834	DB01248
DB01175	DB01623
DB00177	DB08880
DB00780	DB09477
DB00338	DB06701
DB00196	DB01254
DB00515	DB01030
DB01254	DB09102
DB01390	DB08931
DB06201	DB06204
DB00653	DB00688
DB00307	DB01118
DB00602	DB00682
DB00266	DB08813
DB00387	DB00999
DB06779	DB09075
DB01306	DB09128
DB00783	DB00930
DB00673	DB00906
DB01397	DB09214
DB00601	DB00841
DB00918	DB01233
DB00889	DB06603
DB00319	DB00452
DB00452	DB00461
DB00227	DB00307
DB00455	DB01118
DB00310	DB10675
DB01118	DB08916
DB00214	DB01001
DB00297	DB00571
DB00408	DB06700
DB00514	DB00850
DB00962	DB01045
DB00521	DB00752
DB06273	DB09102
DB00294	DB06335
DB01340	DB08935
DB00413	DB06204
DB00956	DB01215
DB01413	DB01418
DB00500	DB00798
DB00708	DB00956
DB00653	DB00906
DB01242	DB09241
DB00327	DB00601
DB00582	DB01601
DB00752	DB01620
DB00281	DB06414
DB00417	DB01024
DB00227	DB01394
DB00500	DB00563
DB00295	DB00606
DB00934	DB09076
DB00979	DB01409
DB01225	DB08918
DB01264	DB09079
DB00035	DB00461
DB00682	DB01602
DB00950	DB04905
DB00195	DB00608
DB00206	DB00953
DB00906	DB01017
DB00333	DB01201
DB00363	DB00989
DB00280	DB01306
DB01323	DB06684
DB00176	DB00665
DB01223	DB01587
DB00104	DB08868
DB00006	DB08935
DB00295	DB00704
DB01151	DB09065
DB00304	DB01225
DB00266	DB01175
DB01087	DB01609
DB01319	DB04905
DB00387	DB01148
DB00438	DB01418
DB00707	DB06290
DB00418	DB00436
DB00414	DB00977
DB01397	DB08930
DB00186	DB01100
DB00621	DB06791
DB00571	DB09083
DB00540	DB00956
DB00686	DB08918
DB00924	DB04842
DB00181	DB00420
DB00661	DB00675
DB06789	DB08882
DB00180	DB00999
DB00692	DB09282
DB00279	DB11354
DB00269	DB00949
DB00414	DB01232
DB01068	DB05271
DB00436	DB08907
DB00935	DB09082
DB00468	DB00692
DB01124	DB01268
DB00204	DB08909
DB00390	DB00861
DB00559	DB00909
DB00007	DB06335
DB00765	DB09117
DB00081	DB00500
DB01235	DB09038
DB00346	DB00988
DB01607	DB06696
DB00484	DB00557
DB01274	DB01556
DB00796	DB01354
DB01167	DB09054
DB00220	DB00700
DB01211	DB08895
DB00393	DB05521
DB00474	DB04899
DB01076	DB01393
DB00484	DB00876
DB00759	DB01607
DB00452	DB00710
DB08918	DB09118
DB00108	DB04868
DB00209	DB08897
DB00188	DB09065
DB00175	DB01394
DB00222	DB00331
DB00555	DB05271
DB01067	DB01251
DB00248	DB00623
DB00420	DB01242
DB00166	DB01278
DB00414	DB08815
DB08882	DB08912
DB00182	DB00289
DB00662	DB00761
DB00788	DB00798
DB00450	DB00734
DB01167	DB01624
DB00206	DB01247
DB00732	DB00860
DB01201	DB06603
DB00472	DB00608
DB01184	DB01264
DB00269	DB06695
DB00343	DB06335
DB00683	DB01609
DB00325	DB01054
DB00206	DB01394
DB01251	DB09009
DB01263	DB05773
DB01100	DB01577
DB00491	DB00715
DB00648	DB09054
DB00540	DB01104
DB00688	DB01060
DB00248	DB00315
DB00899	DB09117
DB00046	DB01306
DB00598	DB01118
DB00208	DB01036
DB00864	DB01248
DB00460	DB00850
DB04908	DB06480
DB00762	DB09073
DB01614	DB09042
DB00867	DB09042
DB00622	DB00732
DB06616	DB09073
DB00250	DB01233
DB00199	DB00393
DB01045	DB01656
DB01320	DB06212
DB09046	DB09123
DB00726	DB01017
DB01222	DB01432
DB00373	DB01118
DB00530	DB01264
DB00452	DB00861
DB01254	DB08875
DB00220	DB00307
DB00047	DB09123
DB00224	DB01045
DB00220	DB00277
DB00328	DB01082
DB00624	DB06292
DB00798	DB00803
DB01202	DB06201
DB00877	DB04905
DB00420	DB09271
DB00565	DB00884
DB00672	DB09009
DB01409	DB06148
DB00040	DB00831
DB00520	DB00625
DB00833	DB00919
DB00015	DB00784
DB00052	DB00783
DB00980	DB09054
DB01377	DB06701
DB00182	DB00983
DB00490	DB00559
DB06290	DB06335
DB00334	DB00697
DB01354	DB01418
DB00214	DB00564
DB00188	DB00196
DB01026	DB09071
DB00007	DB08912
DB00864	DB05679
DB00715	DB04861
DB00991	DB06605
DB00593	DB00872
DB00031	DB01104
DB00615	DB01357
DB00690	DB06290
DB00252	DB00695
DB01041	DB01224
DB00136	DB01418
DB01045	DB09071
DB01045	DB09061
DB00280	DB01193
DB00707	DB01118
DB00648	DB08827
DB01225	DB09068
DB01225	DB01551
DB00784	DB06605
DB00321	DB00451
DB01097	DB01101
DB00215	DB00757
DB00073	DB00612
DB00187	DB01118
DB00244	DB06723
DB08794	DB09030
DB00637	DB01264
DB00861	DB03619
DB00875	DB01233
DB00177	DB00275
DB00318	DB00484
DB00468	DB01016
DB00070	DB00783
DB00752	DB01364
DB00042	DB00780
DB00813	DB00852
DB00461	DB01275
DB00904	DB01168
DB00284	DB00390
DB00022	DB01151
DB00316	DB01193
DB00834	DB06636
DB00072	DB01073
DB00945	DB01254
DB01067	DB08907
DB00673	DB06589
DB00022	DB00264
DB01037	DB01623
DB01026	DB01194
DB00540	DB09242
DB01176	DB08893
DB00312	DB00598
DB00595	DB01060
DB01100	DB09063
DB01238	DB06700
DB00211	DB00590
DB00248	DB00668
DB00863	DB06589
DB01203	DB04905
DB00802	DB00808
DB08881	DB09054
DB00503	DB01151
DB00912	DB01268
DB00222	DB00877
DB00788	DB01208
DB00648	DB00906
DB00498	DB00749
DB00573	DB04272
DB00343	DB09083
DB00343	DB00393
DB00030	DB00738
DB00559	DB01229
DB00268	DB00269
DB00461	DB01398
DB00213	DB00625
DB00307	DB06616
DB00374	DB06695
DB00277	DB00794
DB00081	DB06754
DB00294	DB06717
DB00531	DB06290
DB00176	DB08893
DB00715	DB01106
DB01037	DB06706
DB00054	DB06822
DB00502	DB09048
DB01259	DB09118
DB05812	DB09049
DB06695	DB11133
DB06817	DB09545
DB06822	DB08794
DB00243	DB09063
DB01080	DB01403
DB00571	DB01614
DB01115	DB01210
DB00374	DB09539
DB00679	DB09128
DB01017	DB04841
DB00830	DB00938
DB00289	DB01238
DB01354	DB08822
DB01068	DB09036
DB01087	DB01264
DB00246	DB01069
DB00412	DB01132
DB00726	DB09034
DB00541	DB01254
DB01018	DB01119
DB01023	DB01201
DB00367	DB01276
DB00387	DB06204
DB00945	DB01577
DB01263	DB04845
DB01264	DB09053
DB00332	DB09272
DB00206	DB00540
DB00289	DB00988
DB00227	DB00677
DB00563	DB08976
DB00488	DB01247
DB00182	DB00448
DB00248	DB04861
DB00273	DB00367
DB00541	DB09036
DB00661	DB01026
DB00814	DB09053
DB00218	DB00266
DB08877	DB09036
DB00956	DB01068
DB01136	DB01235
DB00945	DB04865
DB00672	DB01418
DB01259	DB06695
DB00679	DB00918
DB00697	DB01223
DB00908	DB01151
DB01054	DB01162
DB00382	DB00975
DB00564	DB00715
DB00852	DB00895
DB00968	DB01171
DB00028	DB00783
DB00030	DB01268
DB00014	DB00215
DB00783	DB01238
DB00214	DB08912
DB00204	DB08912
DB00834	DB01095
DB01098	DB05521
DB00268	DB08880
DB00202	DB01057
DB00887	DB01032
DB00684	DB00720
DB00461	DB01207
DB00201	DB06271
DB00418	DB00489
DB00876	DB04884
DB00953	DB06288
DB00321	DB01576
DB00176	DB01174
DB00831	DB04896
DB00176	DB00933
DB01026	DB01045
DB00687	DB00912
DB00585	DB09027
DB00503	DB00683
DB00648	DB01211
DB05246	DB08883
DB00773	DB08933
DB00470	DB00497
DB00603	DB01149
DB01224	DB06684
DB01219	DB09054
DB01614	DB09104
DB01100	DB09271
DB00436	DB08882
DB01176	DB01409
DB01380	DB01609
DB00722	DB01119
DB04825	DB11093
DB01016	DB01261
DB01017	DB01075
DB01171	DB01403
DB08904	DB08910
DB00238	DB01026
DB00603	DB08882
DB00266	DB00621
DB05278	DB06335
DB00065	DB06605
DB00374	DB01175
DB01174	DB06701
DB00503	DB00834
DB00470	DB01621
DB00391	DB00924
DB00938	DB00988
DB00300	DB01004
DB00083	DB00572
DB00765	DB06144
DB00181	DB01176
DB00690	DB09118
DB01211	DB01259
DB00715	DB05278
DB00104	DB00743
DB00252	DB01054
DB00543	DB01403
DB00582	DB00918
DB00390	DB00788
DB01132	DB08912
DB00136	DB09073
DB00222	DB00503
DB00712	DB06228
DB00557	DB01041
DB09054	DB09401
DB00371	DB00557
DB00337	DB01072
DB00266	DB01009
DB00444	DB01323
DB00752	DB06148
DB01208	DB09407
DB01240	DB06271
DB01156	DB04871
DB00285	DB00749
DB00414	DB00620
DB00374	DB00393
DB00582	DB01023
DB00889	DB01242
DB00398	DB00582
DB00181	DB00193
DB00215	DB04842
DB00872	DB04868
DB06754	DB08935
DB00623	DB01233
DB00841	DB00907
DB00861	DB01172
DB00623	DB01017
DB00503	DB06589
DB00220	DB01016
DB00343	DB05109
DB00988	DB08815
DB00321	DB01264
DB00337	DB04868
DB00266	DB00975
DB00715	DB01551
DB00454	DB00601
DB00181	DB01221
DB00366	DB01623
DB00321	DB00420
DB01184	DB05521
DB00261	DB01207
DB00780	DB06663
DB00480	DB06273
DB01045	DB09272
DB00668	DB06707
DB00413	DB00611
DB01026	DB01323
DB00320	DB08933
DB00813	DB00889
DB00999	DB01309
DB01167	DB08820
DB01356	DB01577
DB00232	DB00422
DB00211	DB01244
DB00575	DB01203
DB00086	DB01397
DB01263	DB06616
DB00195	DB01353
DB00615	DB00641
DB00715	DB01038
DB00966	DB06212
DB00031	DB00749
DB00673	DB01018
DB00593	DB06290
DB00181	DB00909
DB00070	DB00860
DB06684	DB06695
DB00108	DB09073
DB01114	DB01278
DB01211	DB04868
DB00424	DB00470
DB01621	DB09048
DB00413	DB01106
DB00440	DB00722
DB00862	DB04861
DB00897	DB01026
DB00959	DB01072
DB00586	DB00930
DB00715	DB01156
DB00007	DB00491
DB00726	DB00872
DB00224	DB08914
DB00390	DB01319
DB00227	DB01254
DB00974	DB01088
DB00715	DB00844
DB06413	DB08933
DB00121	DB00485
DB00877	DB01232
DB06715	DB09293
DB00182	DB00726
DB00871	DB01556
DB00482	DB06271
DB00293	DB04817
DB00918	DB08873
DB01171	DB09076
DB00040	DB00427
DB00224	DB00918
DB01015	DB01124
DB00175	DB05521
DB01137	DB09267
DB00460	DB00707
DB00409	DB01233
DB00341	DB00413
DB00811	DB00879
DB00559	DB00622
DB00359	DB00750
DB00717	DB01432
DB00086	DB00586
DB04868	DB06273
DB00211	DB01556
DB00730	DB01223
DB00834	DB04884
DB01061	DB01082
DB00206	DB00601
DB00722	DB00820
DB00391	DB01036
DB00999	DB04876
DB00213	DB00688
DB09097	DB09128
DB00224	DB01194
DB01114	DB01264
DB04896	DB11133
DB04839	DB04876
DB00215	DB08868
DB00959	DB09065
DB01558	DB08900
DB00398	DB09288
DB00384	DB00407
DB01045	DB09063
DB06210	DB09162
DB01083	DB01511
DB01560	DB06153
DB00250	DB01612
DB06207	DB08865
