DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key
DB00780,APRD00099,Phenelzine,51-71-8,O408N561GF,Fenelzina | Phenelzin | Phenelzine | Phénelzine | Phenelzinum,RMUCZJUITONUFY-UHFFFAOYSA-N
DB00782,APRD00177,Propantheline,298-50-0,1306V2B0Q8,Propantheline,VVWYOYDLCMFIEM-UHFFFAOYSA-N
DB00783,APRD00311,Estradiol,50-28-2,4TI98Z838E,"(17β)-estra-1,3,5(10)-triene-3,17-diol | 17beta oestradiol | 17β-estra-1,3,5(10)-triene-3,17-diol | 17β-estradiol | 17β-oestradiol | beta-Estradiol | cis-Estradiol | Estradiol | Estradiol-17beta | Estradiolum",VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00784,APRD00730,Mefenamic acid,61-68-7,367589PJ2C,"Acide méfénamique | ácido mefenámico | Acidum mefenamicum | Mefenamic acid | Mefenaminsäure | N-(2,3-xylyl)-2-aminobenzoic acid | N-2,3-xylylanthranilic acid",HYYBABOKPJLUIN-UHFFFAOYSA-N
DB00785,APRD00890,Cryptenamine,1356-18-9,QVO4N8484O,"",
DB00786,APRD00559,Marimastat,154039-60-8,D5EQV23TDS,Marimastat,OCSMOTCMPXTDND-OUAUKWLOSA-N
DB00787,APRD00567 | EXPT00406 | DB05347,Acyclovir,59277-89-3,X4HES1O11F,Aciclovir | Aciclovirum | Acycloguanosine | Acyclovir,MKUXAQIIEYXACX-UHFFFAOYSA-N
DB00788,APRD01135 | DB08298,Naproxen,22204-53-1,57Y76R9ATQ,(+)-(S)-6-Methoxy-α-methyl-2-naphthaleneacetic acid | (+)-(S)-Naproxen | (+)-2-(6-Methoxy-2-naphthyl)propionic acid | (+)-2-(Methoxy-2-naphthyl)-propionic acid | (+)-2-(Methoxy-2-naphthyl)-propionsäure | (+)-Naproxen | (S)-(+)-2-(6-Methoxy-2-naphthyl)propionic acid | (S)-(+)-Naproxen | (S)-2-(6-Methoxy-2-naphthyl)propanoic acid | (S)-2-(6-Methoxy-2-naphthyl)propionic acid | (S)-6-Methoxy-alpha-methyl-2-naphthaleneacetic acid | (S)-Naproxen | Naprolag | Naproxen | Naproxène | Naproxeno | Naproxenum,CMWTZPSULFXXJA-VIFPVBQESA-N
DB00789,APRD00991,Gadopentetic acid,80529-93-7,K2I13DR72L,Acide gadopentetique | ácido gadopentético | Acidum gadopenteticum | Gadolinium diethylenetriamine pentaacetic acid | Gadolinium DTPA | Gadopentetate | Gadopentetic acid,IZOOGPBRAOKZFK-UHFFFAOYSA-K
DB00790,APRD01178,Perindopril,82834-16-0,Y5GMK36KGY,"(2S,3aS,7aS)-1-[(2S)-2-{[(2S)-1-ethoxy-1-oxopentan-2-yl]amino}propanoyl]octahydro-1H-indole-2-carboxylic acid | Perindopril | Perindoprilum",IPVQLZZIHOAWMC-QXKUPLGCSA-N
DB00791,APRD00130,Uracil mustard,66-75-1,W7KQ46GJ8U,"5-(di-2-chloroethyl)aminouracil | 5-[bis(2-chloroethyl)amino]-2,4(1H,3H)-pyrimidinedione | 5-[bis(2-chloroethyl)amino]uracil | 5-[di(β-chloroethyl)amino]uracil | 5-aminouracil mustard | 5-N,N-bis(2-chloroethyl)aminouracil | Aminouracil mustard | Uracil mustard | Uracil nitrogen mustard | Uramustina | Uramustine | Uramustinum",IDPUKCWIGUEADI-UHFFFAOYSA-N
DB00792,APRD00689,Tripelennamine,91-81-6,3C5ORO99TY,Tripelennamin | Tripelennamina | Tripelennamine | Tripélennamine | Tripelennaminum,UFLGIAIHIAPJJC-UHFFFAOYSA-N
DB00793,APRD01011,Haloprogin,777-11-7,AIU7053OWL,Haloprogin | Haloprogina | Haloprogine | Haloproginum,CTETYYAZBPJBHE-UHFFFAOYSA-N
DB00794,APRD00549,Primidone,125-33-7,13AFD7670Q,"2-deoxyphenobarbital | 5-Phenyl-5-ethyl-Hexahydropyrimidine-4,6-dione | Primidon | Primidona | Primidone | Primidonum",DQMZLTXERSFNPB-UHFFFAOYSA-N
DB00795,APRD00152 | DB08518,Sulfasalazine,599-79-1,3XC8GUZ6CB,2-Hydroxy-5-((4-((2-pyridinylamino)sulfonyl)phenyl)azo)benzoic acid | 2-Hydroxy-5-[4-(pyridin-2-ylsulfamoyl)-phenylazo]-benzoic acid | 4-(Pyridyl-2-amidosulfonyl)-3'-carboxy-4'-hydroxyazobenzene | 5-((p-(2-Pyridylsulfamoyl)phenyl)azo)salicylic acid | 5-(4-(2-Pyridylsulfamoyl)phenylazo)-2-hydroxybenzoic acid | 5-(p-(2-Pyridylsulfamyl)phenylazo)salicylic acid | Azopyrin | Salazosulfapiridina | Salazosulfapyridine | Salazosulfapyridinum | Salicylazosulfapyridine | Sulfasalazin | Sulfasalazina | Sulfasalazine | Sulfasalazinum,NCEXYHBECQHGNR-QZQOTICOSA-N
DB00796,APRD00420,Candesartan cilexetil,145040-37-5,R85M2X0D68,Candesartan cilexetil,GHOSNRCGJFBJIB-UHFFFAOYSA-N
DB00797,APRD00170,Tolazoline,59-98-3,CHH9H12AQ3,"2-Benzyl-2-imidazoline | 2-Benzyl-4,5-imidazoline | 2-Benzylimidazoline | 4,5-Dihydro-2-(phenylmethyl)-1H-imidazole | Benzazoline | Tolazolin | Tolazolina | Tolazoline | Tolazolinum",JIVZKJJQOZQXQB-UHFFFAOYSA-N
DB00798,APRD00214,Gentamicin,1403-66-3,T6Z9V48IKG,Gentamicin | Gentamicina,NPEFREDMMVQEPL-RWPARATISA-N
DB00799,APRD01246,Tazarotene,118292-40-3,81BDR9Y8PS,Tazarotene | Tazarotène | Tazaroteno | Tazarotenum,OGQICQVSFDPSEI-UHFFFAOYSA-N
DB00800,APRD00969,Fenoldopam,67227-56-9,INU8H2KAWG,Fénoldopam | Fenoldopam | Fenoldopamum,TVURRHSHRRELCG-UHFFFAOYSA-N
DB00801,APRD01009,Halazepam,23092-17-3,320YC168LF,Halazépam | Halazepam | Halazepamum,WYCLKVQLVUQKNZ-UHFFFAOYSA-N
DB00802,APRD00726,Alfentanil,71195-58-9,1N74HM2BS7,Alfentanil | Alfentanilo | Alfentanilum | Alfentanyl | N-(1-(2-(4-Ethyl-5-oxo-2-tetrazolin-1-yl)ethyl)-4-(methoxymethyl)-4-piperidyl)propionanilide,IDBPHNDTYPBSNI-UHFFFAOYSA-N
DB00803,APRD00886,Colistin,1066-17-7,Z67X93HJG1,Colimycin | Colistin | Colistina | Colistine | Colistinum | Kolimycin | Polymyxin E,YKQOSKADJPQZHB-BRLOSWAASA-N
DB00804,APRD00113,Dicyclomine,77-19-0,4KV4X8IF6V,2-(diethylamino)ethyl 1-cyclohexylcyclohexanecarboxylate | Bicyclohexyl-1-carboxylic acid 2-diethylamino-ethyl ester | Dicicloverina | Dicyclomine | Dicycloverin | Dicycloverine | Dicycloverinum,CURUTKGFNZGFSE-UHFFFAOYSA-N
DB00805,APRD00735,Minaprine,25905-77-5,00U7GX0NLM,4-(2-((4-Methyl-6-phenyl-3-pyridazinyl)amino)ethyl)morpholine | 4-Methyl-3-(2-morpholinoethylamino)-6-phenylpyridazin | Minaprina | Minaprine | Minaprinum | N-(4-Methyl-6-phenyl-3-pyridazinyl)-4-morpholineethanamine,LDMWSLGGVTVJPG-UHFFFAOYSA-N
DB00806,APRD00121,Pentoxifylline,6493-05-6,SD6QCT3TSU,Oxpentifylline | Pentoxifilina | Pentoxifyllin | Pentoxifylline | Pentoxifyllinum,BYPFEZZEUUWMEJ-UHFFFAOYSA-N
DB00807,APRD00522,Proparacaine,499-67-2,B4OB0JHI1X,Proximetacaina | Proxymetacaine | Proxymetacainum,KCLANYCVBBTKTO-UHFFFAOYSA-N
DB00808,APRD01031,Indapamide,26807-65-8,F089I0511L,Indapamid | Indapamida | Indapamide | Indapamidum | Metindamide,NDDAHWYSQHTHNT-UHFFFAOYSA-N
DB00809,APRD00287,Tropicamide,1508-75-4,N0A3Z5XTC6,Tropicamid | Tropicamida | Tropicamide | Tropicamidum,BGDKAVGWHJFAGW-UHFFFAOYSA-N
DB00810,APRD00725,Biperiden,514-65-8,0FRP6G56LD,1-Bicyclo[2.2.1]hept-5-en-2-yl-1-phenyl-3-piperidin-1-yl-propan-1-ol | alpha-5-norbornen-2-yl-alpha-phenyl-1-piperidinepropanol | alpha-bicyclo[2.2.1]hept-5-en-2-yl-alpha-phenyl-1-piperidinepropanol | Biperiden | Biperidene | Biperideno | Biperidenum,YSXKPIUOCJLQIE-UHFFFAOYSA-N
DB00811,APRD00081 | EXPT02825 | DB01693,Ribavirin,36791-04-5,49717AWG6K,"1-beta-D-Ribofuranosyl-1,2,4-triazole-3-carboxamide | 1-beta-D-Ribofuranosyl-1H-1,2,4-triazole-3-carboxamide | RBV | Ribavirin | Ribavirina | Ribavirine | Ribavirinum | Tribavirin",IWUCXVSUMQZMFG-AFCXAGJDSA-N
DB00812,APRD00409 | DB08343,Phenylbutazone,50-33-9,GN5P7K3T8S,"3,5-Dioxo-1,2-diphenyl-4-n-butylpyrazolidine | 4-butyl-1,2-diphenyl-pyrazolidine-3,5-dione | 4-n-Butyl-1,2-diphenyl-3,5-pyrazolidinedione | Fenilbutazona | Phenbutazone | Phenylbutazon | Phénylbutazone | Phenylbutazone | Phenylbutazonum",VYMDGNCVAMGZFE-UHFFFAOYSA-N
DB00813,APRD00347 | DB05853 | DB06055 | DB06220 | DB05564,Fentanyl,437-38-7,UF599785JZ,1-Phenethyl-4-(N-phenylpropionamido)piperidine | 1-phenethyl-4-N-propionylanilinopiperidine | Fentanil | Fentanila | Fentanilo | Fentanyl | Fentanyl CII | Fentanylum | N-(1-phenethyl-4-piperidinyl)-N-phenylpropionamide | N-(1-phenethyl-4-piperidyl)propionanilide | N-(1-Phenethyl-piperidin-4-yl)-N-phenyl-propionamide | N-(1-phenethylpiperidin-4-yl)-N-phenylpropionamide | N-phenethyl-4-(N-propionylanilino)piperidine | N-phenyl-N-(1-(2-phenylethyl)-4-piperidinyl)propanamide | Phentanyl,PJMPHNIQZUBGLI-UHFFFAOYSA-N
DB00814,APRD00529,Meloxicam,71125-38-7,VG2QF83CGL,Méloxicam | Meloxicam | Meloxicamum,ZRVUJXDFFKFLMG-UHFFFAOYSA-N
DB00815,APRD01606,Sodium lauryl sulfate,151-21-3,368GB5141J,Laurylsiran sodny | NaDS | Natrium laurylsulfuricum | SDS | SLS | Sodium dodecyl sulfate | Sodium dodecyl sulphate | Sodium dodecylsulfate | Sodium laurilsulfate | Sodium lauryl sulfate | Sodium lauryl sulphate,DBMJMQXJHONAFJ-UHFFFAOYSA-M
DB00816,APRD00210,Orciprenaline,586-06-1,53QOG569E0,Metaproterenol | Orciprenalina | Orciprenaline | Orciprenalinum,LMOINURANNBYCM-UHFFFAOYSA-N
DB00817,APRD00369,Rosoxacin,40034-42-2,3Y1OT3J4NW,"1-ethyl-1,4-dihydro-4-oxo-7-(4-pyridyl)-3-quinolinecarboxylic acid | Acrosoxacin | Rosoxacin | Rosoxacina | Rosoxacine | Rosoxacino | Rosoxacinum",XBPZXDSZHPDXQU-UHFFFAOYSA-N
DB00818,APRD01201 | EXPT02558 | DB05893,Propofol,2078-54-8,YI7VU623SF,"2,6-bis(1-methylethyl)phenol | 2,6-Diisopropylphenol | Propofol | Propofolum",OLBCVFGFOZPWHH-UHFFFAOYSA-N
DB00819,APRD00119 | EXPT00604,Acetazolamide,59-66-5,O3FX965V0I,"2-acetylamino-1,3,4-thiadiazole-5-sulfonamide | 5-acetamido-1,3,4-thiadiazole-2-sulfonamide | 5-acetylamino-1,3,4-thiadiazole-2-sulfonamide | Acetazolamid | Acetazolamida | Acétazolamide | Acetazolamide | Acetazolamidum | N-[5-(aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide | N-[5-(aminosulfonyl)-1,3,5-thiadiazol-2-yl]acetamide",BZKPWHYZMXOIDC-UHFFFAOYSA-N
DB00820,APRD00071,Tadalafil,171596-29-5,742SXX0ICT,"(6R-trans)-6-(1,3-Benzodioxol-5-yl)-2,3,6,7,12,12a-hexahydro-2-methyl-pyrazino(1',2':1,6)pyrido(3,4-b)indole-1,4-dione | (6R,12aR)-2,3,6,7,12,12a-Hexahydro-2-methyl-6-(3,4-(methylenedioxy)phenyl) pyrazino(1',2':1,6)pyrido(3,4-b)indole-1,4-dione | Tadalafil | Tadalafilo",WOXKDUGGOYFFRN-IIBYNOLFSA-N
DB00821,APRD00849,Carprofen,53716-49-7,FFL0D546HO,(+/-)-2-(3-chloro-9H-carbazol-7-yl)propanoic acid | (±)-6-chloro-α-methylcarbazole-2-acetic acid | 2-(6-Chloro-9H-carbazol-2-yl)-propionic acid | 6-chloro-α-methyl-9H-carbazole-2-acetic acid | Carprofen | Carprofène | Carprofeno | Carprofenum,PUXBGTOOZJQSKH-UHFFFAOYSA-N
DB00822,APRD00767,Disulfiram,97-77-8,TR3MLJ1UAI,"1,1'-dithiobis(N,N-diethylthioformamide) | bis(diethylthiocarbamoyl) disulfide | Disulfiram | N,N,N',N'-tetraethylthiuram disulfide | Tetraethylthioperoxydicarbonic diamide | Tetraethylthiuram disulfide | Tetraethylthiuram disulphide",AUZONCFQVSMFAP-UHFFFAOYSA-N
DB00823,APRD00760,Ethynodiol diacetate,297-76-7,62H10A1236,"17α-Ethynyl-19-norandrost-4-ene-3β,17-beta-diol diacetate | 17α-Ethynyl-3,17-dihydroxy-4-estrene diacetate | 17α-Ethynyl-4-estrene-3β,17β-diol diacetate | 17α-Ethynylestr-4-ene-3β,17β-diol acetate | 19-Nor-17α-pregn-4-en-20-yne-3β,17-diol diacetate | 3β, 17β-Diacetoxy-17α-ethynyl-4-oestrene | 3β,17β-Diacetoxy-19-nor-17α-pregn-4-en-20-yne | Ethynodiol diacetate | Etynodiol acetate | Etynodiol diacetate",ONKUMRGIYFNPJW-KIEAKMPYSA-N
DB00824,APRD00273,Enprofylline,41078-02-8,DT7DT5E518,"3-n-propylxanthine | 3-Propyl-3,7-dihydro-purine-2,6-dione | 3-propylxanthine | 3,7-dihydro-3-propyl-1H-purine-2,6-dione | Enprofilina | Enprofylline | Enprofyllinum",SIQPXVQCUCHWDI-UHFFFAOYSA-N
DB00825,APRD01604,Levomenthol,2216-51-5,BZ1R15MTK7,"(-)-Menthol | (−)-(1R,3R,4S)-menthol | (−)-menthol | (1alpha,2beta,5alpha)-5-methyl-2(1-methylethyl)cyclohexanol | (1R-(1-α,2-β,5-α))-5-methyl-2-(1-methylethyl)cyclohexanol | (1R,3R,4S)-(−)-menthol | L-menthol | Levomenthol | Lévomenthol | Levomentholum | Levomentol | Mentol",NOOLISFMXDJSKH-KXUCPTDWSA-N
DB00826,APRD01136,Natamycin,7681-93-8,8O0C852CPO,Natamicina | Natamycin | Natamycine | Natamycinum | Pimaracin | Pimaricin,NCXMLFZGDNKEPB-FFPOYIOWSA-N
DB00827,APRD00873,Cinoxacin,28657-80-9,LMK22VUH23,"1-ethyl-6,7-methylenedioxy-4(1H)-oxocinnoline-3-carboxylic acid | 5-Ethyl-8-oxo-5,8-dihydro-1,3-dioxa-5,6-diaza-cyclopenta[b]naphthalene-7-carboxylic acid | Cinoxacin | Cinoxacine | Cinoxacino | Cinoxacinum",VDUWPHTZYNWKRN-UHFFFAOYSA-N
DB00828,APRD00987,Fosfomycin,23155-02-4,2N81MY12TE,"(-)-(1R,2S)-(1,2-Epoxypropyl)phosphonic acid | (1R,2S)-epoxypropylphosphonic acid | (2R-cis)-(3-Methyloxiranyl)phosphonic acid | 1R-cis-(1,2-epoxypropyl)phosphonic acid | cis-(1R,2S)-epoxypropylphosphonic acid | FCM | Fosfocina | Fosfomicina | Fosfomycin | Fosfomycine | Fosfomycinum | L-cis-1,2-epoxypropylphosphonic acid | Phosphomycin | Phosphonemycin | Phosphonomycin",YMDXZJFXQJVXBF-STHAYSLISA-N
DB00829,APRD00642 | DB07699,Diazepam,439-14-5,Q3JTX2Q7TU,"7-chloro-1,3-dihydro-1-methyl-5-phenyl-2H-1,4-benzodiazepin-2-one | Diazepam | Methyl diazepinone | NRL-1",AAOVKJBEBIDNHE-UHFFFAOYSA-N
DB00830,APRD00262,Phenmetrazine,134-49-6,XA501VL3VR,2-phenyl-3-methylmorpholine | Fenmetrazin | Fenmetrazina | Phenmetrazin | Phenmetrazine | Phenmetrazinum,OOBHFESNSZDWIU-UHFFFAOYSA-N
DB00831,APRD00173 | DB08616,Trifluoperazine,117-89-5,214IZI85K3,10-[3-(4-methyl-1-piperazinyl)propyl]-2-(trifluoromethyl)-10H-phenothiazine | Trifluoperazina | Trifluopérazine | Trifluoperazine | Trifluoperazinum | trifluoromethyl-10-(3'-(1-methyl-4-piperazinyl)propyl)phenothiazine | Trifluoroperazine | Trifluperazine,ZEWQUBUPAILYHI-UHFFFAOYSA-N
DB00832,APRD00496,Phensuximide,86-34-0,6WVL9C355G,Fensuccimide | Fensuximida | Phensuximide | Phensuximidum,WLWFNJKHKGIJNW-UHFFFAOYSA-N
DB00833,APRD00243,Cefaclor,53994-73-3,3Z6FS3IK0K,3-Chloro-7-D-(2-phenylglycinamido)-3-cephem-4-carboxylic acid | CCL | Céfaclor | Cefaclor | Cefaclor anhydrous | Cefaclorum | Céfeaclor | Cephaclor,QYIYFLOTGYLRGG-GPCCPHFNSA-N
DB00834,APRD00432,Mifepristone,84371-65-3,320T6RNW1F,Mifepriston | Mifepristona | Mifépristone | Mifepristone | Mifepristonum,VKHAHZOOUSRJNA-GCNJZUOMSA-N
DB00835,APRD00832,Brompheniramine,86-22-6,H57G17P2FN,"[3-(4-Bromo-phenyl)-3-pyridin-2-yl-propyl]-dimethyl-amine | 1-(p-bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane | 2-(p-bromo-α-(2-dimethylaminoethyl)benzyl)pyridine | 3-(4-bromophenyl)-N,N-dimethyl-3-(2-pyridinyl)-1-propanamine | 3-(p-bromophenyl)-3-(2-pyridyl)-N,N-dimethylpropylamine | BPN | Bromfeniramina | Brompheniramin | Bromphéniramine | Brompheniramine | Brompheniraminum",ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00836,APRD00275,Loperamide,53179-11-6,6X9OC3H4II,Loperamid | Loperamida | Lopéramide | Loperamide | Loperamidum,RDOIQAHITMMDAJ-UHFFFAOYSA-N
DB00837,APRD00072,Progabide,62666-20-0,38C836J57Z,Halogabide | Progabida | Progabide | Progabidum,IBALRBWGSVJPAP-UHFFFAOYSA-N
DB00838,APRD00877,Clocortolone,4828-27-7,N8ZUB7XE0H,"9-chloro-6alpha-Fluoro-11beta,21-dihydroxy-16alpha-methyl-1,4-pregnadien-3,20-dione | 9-chloro-6alpha-Fluoro-16alpha-methyl-1,4-pregnadiene-11beta,21-diol-3,20-dione | Clocortolon | Clocortolona | Clocortolone | Clocortolonum",YMTMADLUXIRMGX-RFPWEZLHSA-N
DB00839,APRD01267,Tolazamide,1156-19-0,9LT1BRO48Q,"1-(Hexahydro-1-azepinyl)-3-p-tolylsulfonylurea | 1-(Hexahydro-1H-azepin-1-yl)-3-(p-tolylsulfonyl)urea | 4-(p-Tolylsulfonyl)-1,1-hexamethylenesemicarbazide | N-(p-Toluenesulfonyl)-N'-hexamethyleniminourea | Tolazamid | Tolazamida | Tolazamide | Tolazamidum",OUDSBRTVNLOZBN-UHFFFAOYSA-N
DB00840,APRD01023,Hydroxypropyl cellulose,9004-64-2,9XZ8H6N6OH,"Cellulose hydroxypropyl ether | Cellulose, 2-hydroxypropyl ether | Hiprolosa | Hydroxypropyl cellulose | Hydroxypropyl cellulose (type H) | Hydroxypropylcellulose | Hyprolose | Hyprolosum | Modified cellulose",
DB00841,APRD00122,Dobutamine,34368-04-2,3S12J47372,"(±)-4-(2-((3-(p-hydroxyphenyl)-1-methylpropyl)amino)ethyl)pyrocatechol | 3,4-dihydroxy-N-[3-(4-hydroxyphenyl)-1-methylpropyl]-β-phenylethylamine | 4-{2-[3-(4-Hydroxy-phenyl)-1-methyl-propylamino]-ethyl}-benzene-1,2-diol | DL-dobutamine | Dobutamin | Dobutamina | Dobutamine | Dobutaminum | rac-dobutamine | racemic-dobutamine",JRWZLRBJNMZMFE-UHFFFAOYSA-N
DB00842,APRD01152,Oxazepam,604-75-1,6GOW6DWN2A,(+-)-Oxazepam | (RS)-Oxazepam | Oxazepam,ADIMAYPTOBDMTL-UHFFFAOYSA-N
DB00843,APRD00039,Donepezil,120014-06-4,8SSC91326P,Domepezil | Donepezil | Donepezilo | Donepezilum,ADEBPBSSDYVVLD-UHFFFAOYSA-N
DB00844,APRD01132,Nalbuphine,20594-83-6,L2T84IQI2K,"N-cyclobutylmethyl-4,5α-epoxy-3,6α,14-morphinantriol | Nalbufina | Nalbuphin | Nalbuphine | Nalbuphinum",NETZHAKZCGBWSS-CEDHKZHLSA-N
DB00845,APRD00278,Clofazimine,2030-63-9,D959AE5USF,Clofazimin | Clofazimina | Clofazimine | Clofaziminum | Riminophenazine,WDQPAMHFFCXSNU-BGABXYSRSA-N
DB00846,APRD00982,Flurandrenolide,1524-88-5,8EUL29XUQT,Fludroxicortida | Fludroxicortide | Fludroxycortid | Fludroxycortide | Fludroxycortidum | Flurandrenolide | Flurandrenolone,POPFMWWJOGLOIF-XWCQMRHXSA-N
DB00847,APRD00896,Cysteamine,60-23-1,5UX2SD1KE2,2-amino-1-ethanethiol | 2-amino-ethanethiol | 2-aminoethanethiol | beta-aminoethanethiol | beta-Mercaptoethylamine | Cysteamine | MEA | Mercaptamina | Mercaptamine | Mercaptaminum | Thioethanolamine | β-aminoethylthiol | β-MEA,UFULAYFCSOUIOV-UHFFFAOYSA-N
DB00848,APRD01067,Levamisole,14769-73-4,2880D3468G,Levamisol | Levamisole | Levamisolum,HLFSDGLLUJUHTE-SNVBAGLBSA-N
DB00849,APRD00047,Methylphenobarbital,115-38-8,5NC67NU76B,"1-Methylphenobarbital | 5-ethyl-1-methyl-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione | 5-Ethyl-1-methyl-5-phenyl-pyrimidine-2,4,6-trione | 5-ethyl-1-methyl-5-phenylbarbituric acid | Enphenemal | Mephobarbital | Mephobarbitone | Méthylphénobarbital | Methylphenobarbital | Methylphenobarbitalum | Methylphenobarbitone | Metilfenobarbital | Metilfenobarbitale | N-Methylphenobarbital",ALARQZQTBTVLJV-UHFFFAOYSA-N
DB00850,APRD00429,Perphenazine,58-39-9,FTA7XXY4EZ,2-(4-[3-(2-chloro-10H-phenothiazin-10-yl)propyl]-1-piperazinyl)ethanol | 2-chloro-10-(3-(4-(2-hydroxyethyl)piperazin-1-yl)propyl)phenothiazine | 4-[3-(2-chloro-10H-phenothiazin-10-yl)propyl]-1-piperazineethanol | 4-[3-(2-chlorophenothiazin-10-yl)propyl]-1-piperazineethanol | Chlorpiprazine | Etaperazin | Etaperazine | Ethaperazine | Perfenazina | Perfenazine | Perphenazin | Perphénazine | Perphenazine | Perphenazinum | γ-(4-(β-hydroxyethyl)piperazin-1-yl)propyl-2-chlorophenothiazine,RGCVKNLCSQQDEP-UHFFFAOYSA-N
DB00851,APRD00331,Dacarbazine,4342-03-4,7GR28W0FJI,"4-(3,3-dimethyl-1-triazeno)imidazole-5-carboxamide | 4-(5)-(3,3-dimethyl-1-triazeno)imidazole-5(4)-carboxamide | 4-(dimethyltriazeno)imidazole-5-carboxamide | 5-(3,3-dimethyl-1-triazeno)imidazole-4-carboxamide | 5-(3,3-dimethyltriazeno)imidazole-4-carboxamide | 5-(dimethyltriazeno)imidazole-4-carboxamide | Biocarbazine | Dacarbazin | Dacarbazina | Dacarbazine | Dacarbazinum | DIC | DTIC | ICDMT",FDKXTQMXEQVLRF-ZHACJKMWSA-N
DB00852,APRD00634,Pseudoephedrine,90-82-4,7CUC9DDI9F,"(+) threo-2-(methylamino)-1-phenyl-1-propanol | (+)-(1S,2S)-Pseudoephedrine | (+)-Pseudoephedrine | (+)-psi-Ephedrine | (+)-threo-Ephedrine | d-Isoephedrine | d-Pseudoephedrine | d-psi-2-Methylamino-1-phenyl-1-propanol | d-psi-Ephedrine | Isoephedrine | L-(+)-Pseudoephedrine | L(+)-psi-Ephedrine | Pseudoefedrina | Pseudoephedrine | pseudoéphédrine | Pseudoephedrine D-form | Pseudoephedrinum | Psi-ephedrin | Psi-ephedrine | trans-Ephedrine | ψ-ephedrine",KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00853,APRD00557,Temozolomide,85622-93-1,YF1K15M17Y,"(S)-perillyl alcohol temozolomide | 3-methyl-4-oxo-3,4-dihydroimidazo(5,1-d)(1,2,3,5)tetrazine-8-carboxamide | 3,4-dihydro-3-methyl-4-oxoimidazo(5,1-d)-1,2,3,5-tetrazine-8-carboxamide | 3,4-dihydro-3-methyl-4-oxoimidazo(5,1-d)-as-tetrazine-8-carboxamide | 8-carbamoyl-3-methylimidazo(5,1-d)-1,2,3,5-tetrazin-4(3H)-one | Methazolastone | Temozolodida | Temozolomid | Temozolomida | Temozolomide | Témozolomide | Temozolomidum | TMZ",BPEGJWRSRHCHSN-UHFFFAOYSA-N
DB00854,APRD00764,Levorphanol,77-07-6,27618J1N2X,Levorfanol | Levorfanolo | Lévorphanol | Levorphanol | Levorphanolum,JAQUASYNZVUNQP-USXIJHARSA-N
DB00855,APRD00793 | DB05277,Aminolevulinic acid,106-60-5,88755TAZ87,5-ALA | 5-Aminolevulinic acid | ácido 5-aminolevulínico | Aminolevulinic acid | dALA | δ-ALA | δ-aminolevulinic acid,ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB00856,APRD00867,Chlorphenesin,104-29-0,I670DAL4SZ,"3-(4-chlorophenoxy)-1,2-propanediol | 3-(p-chlorophenoxy)-1,2-propanediol | 3-(p-chlorophenoxy)propane-1,2-diol | Chlorphenesin | Chlorphénésine | Chlorphenesinum | Clorfenesina | glycerol α-p-chlorophenyl ether | p-chlorophenyl-α-glyceryl ether",MXOAEAUPQDYUQM-UHFFFAOYSA-N
DB00857,APRD00508,Terbinafine,91161-71-6,G7RIW8S0XP,"(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalene methanamine | (E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamine | Terbinafina | Terbinafine | Terbinafinum",DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00858,APRD00938,Drostanolone,58-19-5,7DR7H00HDT,17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one | 2α-Methyldihydrotestosterone | Dihydro-2α-methyltestosterone | Dromostanolone | Drostanolona | Drostanolone | Drostanolonum | Medrosteron | Medrotestron | Metholone,IKXILDNPCZPPRV-RFMGOVQKSA-N
DB00859,APRD01171,Penicillamine,52-67-5,GNN1DV99GX,"(−)-penicillamine | (S)-2-amino-3-mercapto-3-methylbutanoic acid | (S)-3,3-dimethylcysteine | 3-mercapto-D-valine | D-(−)-penicillamine | D-penicillamine | D-β,β-dimethylcysteine | penicilamina | Penicillamine",VVNCNSJFMMFHPL-VKHMYHEASA-N
DB00860,APRD00197,Prednisolone,50-24-8,9PHQ9Y1OLM,"(11β)-11,17,21-trihydroxypregna-1,4-diene-3,20-dione | 1,4-pregnadiene-11β,17α,21-triol-3,20-dione | 1,4-pregnadiene-3,20-dione-11β,17α,21-triol | 3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene | delta-dehydrocortisol | delta-dehydrohydrocortisone | delta-hydrocortisone | delta(1)-Dehydrocortisol | delta(1)-Dehydrohydrocortisone | delta(1)-Hydrocortisone | Hydroretrocortine | Metacortandralone | PRDL | Prednisolona | Prednisolone | Prednisolonum",OIGNJSKKLXVSLS-VWUMJDOOSA-N
