drug_code,drug_name,side_effect_code,side_effect_name
CID000003446,Gabapentin,C0151736,Injury
CID000003446,Gabapentin,C0235746,Saliva Altered
CID000003446,Gabapentin,C0919792,Walking Aid User
CID000003446,Gabapentin,C1262141,Poor Quality Sleep
CID000003446,Gabapentin,C0149904,Hepatitis Cholestatic
CID000003446,Gabapentin,C0266963,Abscess Jaw
CID000003446,Gabapentin,C1299539,Scrotal Infection
CID000003446,Gabapentin,C0853701,Blood Immunoglobulin G Increased
CID000003446,Gabapentin,C0751576,Vocal Cord Paresis
CID000003446,Gabapentin,C1619692,Nephrogenic Fibrosing Dermopathy
CID000003446,Gabapentin,C0007863,Occipital Neuralgia
CID000003446,Gabapentin,C1167654,Acute Prerenal Failure
CID000003446,Gabapentin,C0855786,Mean Cell Haemoglobin
CID000003446,Gabapentin,C0155387,Ill-Defined Disorder
CID000003446,Gabapentin,C1504458,Cataract Operation
CID000003446,Gabapentin,C0221237,Cheilitis
CID000003446,Gabapentin,C0021177,Libido Increased
CID000003446,Gabapentin,C0267792,Hepatobiliary Disease
CID000003446,Gabapentin,C0007760,Cerebellar Syndrome
CID000003446,Gabapentin,C0579121,Diabetes Mellitus Inadequate Control
CID000003446,Gabapentin,C0240095,Joint Warmth
CID000003446,Gabapentin,C0037384,Snoring
CID000003446,Gabapentin,C0877087,Nail Bed Bleeding
CID000003446,Gabapentin,C0748390,Retroperitoneal Lymphadenopathy
CID000003446,Gabapentin,C0857494,Unresponsive To Stimuli
CID000003446,Gabapentin,C0039971,Thirst
CID000003446,Gabapentin,C0424295,Agitation
CID000003446,Gabapentin,C0856305,Stress
CID000003446,Gabapentin,C0856304,Abscess Drainage
CID000003446,Gabapentin,C0410256,Muscle Injury
CID000003446,Gabapentin,C0522153,Urine Colour Abnormal
CID000003446,Gabapentin,C0852802,Intestinal Obstruction
CID000003446,Gabapentin,C0853127,Blood Antidiuretic Hormone Decreased
CID000003446,Gabapentin,C0178298,Skin Disorder
CID000003446,Gabapentin,C2979982,Vaginal Haemorrhage
CID000003446,Gabapentin,C0003506,Aortic Valve Replacement
CID000003446,Gabapentin,C0013378,Dysgeusia
CID000003446,Gabapentin,C0152964,Streptococcal Bacteraemia
CID000003446,Gabapentin,C0398625,Protein C Deficiency
CID000003446,Gabapentin,C0151849,Blood Alkaline Phosphatase Increased
CID000003446,Gabapentin,C0241934,Hypomania
CID000003446,Gabapentin,C0425083,Loss Of Employment
CID000003446,Gabapentin,C0086439,Decreased Activity
CID000003446,Gabapentin,C0853959,Device Breakage
CID000003446,Gabapentin,C2981158,Loss Of Libido
CID000003446,Gabapentin,C0853225,International Normalised Ratio Increased
CID000003446,Gabapentin,C0746883,Febrile Neutropenia
CID000003961,Losartan,C0341698,Renal Atrophy
CID000003961,Losartan,C0341697,Renal Impairment
CID000003961,Losartan,C0154999,Anisometropia
CID000003961,Losartan,C1319200,Confusion Postoperative
CID000003961,Losartan,C1608410,Head Titubation
CID000003961,Losartan,C0263415,Actinic Elastosis
CID000003961,Losartan,C0856054,Mental Status Changes
CID000003961,Losartan,C0852154,Bladder Disorder
CID000003961,Losartan,C0024887,Mastectomy
CID000003961,Losartan,C1096131,Csf Monocyte Count Increased
CID000003961,Losartan,C0948486,Acquired Oesophageal Web
CID000003961,Losartan,C0919892,Blood Pressure Inadequately Controlled
CID000003961,Losartan,C2242529,Stem Cell Transplant
CID000003961,Losartan,C0877211,General Physical Health Deterioration
CID000003961,Losartan,C0877217,Abasia
CID000003961,Losartan,C0700361,Emotional Distress
CID000003961,Losartan,C1869047,Retinal Vasculitis
CID000003961,Losartan,C1869046,Neuroleptic Malignant Syndrome
CID000003961,Losartan,C0022410,Joint Instability
CID000003961,Losartan,C2830004,Somnolence
CID000003961,Losartan,C1167940,Lymphocyte Stimulation Test Positive
CID000003961,Losartan,C0855622,Aspartate Aminotransferase Decreased
CID000003961,Losartan,C0742906,C-Reactive Protein Increased
CID000003961,Losartan,C0473124,Perirenal Haematoma
CID000003961,Losartan,C0272774,Foot Fracture
CID000003961,Losartan,C0235431,Blood Creatinine Increased
CID000003961,Losartan,C0151747,Renal Tubular Disorder
CID000003961,Losartan,C0919625,Blood Phosphorus Increased
CID000003961,Losartan,C0919620,Electrocardiogram St-T Change
CID000003961,Losartan,C1737265,Non-Hodgkin'S Lymphoma
CID000003961,Losartan,C0863170,Foreign Body Trauma
CID000003961,Losartan,C0858827,Icterus Index Increased
CID000003961,Losartan,C0861111,Cardioactive Drug Level Increased
CID000003961,Losartan,C0023311,Intraocular Lens Implant
CID000003961,Losartan,C1619692,Nephrogenic Fibrosing Dermopathy
CID000003961,Losartan,C0948594,Musculoskeletal Discomfort
CID000003961,Losartan,C0240621,Palatal Oedema
CID000003961,Losartan,C0855618,Alanine Aminotransferase
CID000003961,Losartan,C0034074,Pulmonary Infarction
CID000003961,Losartan,C0042023,Pollakiuria
CID000003961,Losartan,C2364164,Fluid Imbalance
CID000003961,Losartan,C0189817,Cardiac Pacemaker Insertion
CID000003961,Losartan,C0854107,Haemorrhage Subcutaneous
CID000003961,Losartan,C0206139,Oral Lichen Planus
CID000003961,Losartan,C1963786,Quality Of Life Decreased
CID000003961,Losartan,C0581912,Sensation Of Heaviness
CID000003961,Losartan,C0262988,Cutaneous Vasculitis
CID000003961,Losartan,C0948074,Mitral Valve Sclerosis
CID000003961,Losartan,C1868718,Coronary Artery Restenosis
CID000003961,Losartan,C0158619,Congenital Mitral Valve Incompetence
CID000003961,Losartan,C0686619,Metastases To Lymph Nodes
CID000003961,Losartan,C0521591,Paraesthesia Oral
CID000003961,Losartan,C0151878,Electrocardiogram Qt Prolonged
CID000003961,Losartan,C0024441,Macular Hole
CID000003961,Losartan,C0158819,Oligohydramnios
CID000003961,Losartan,C0476369,Echocardiogram Abnormal
CID000003961,Losartan,C0877248,Adverse Event
CID000003961,Losartan,C0241166,Skin Tightness
CID000003961,Losartan,C0236748,Anxiety Disorder
CID000003961,Losartan,C2242575,Compulsive Shopping
CID000003961,Losartan,C0553548,Vasculitis Necrotising
CID000003961,Losartan,C0853149,Blood Lactate Dehydrogenase Increased
CID000003961,Losartan,C0435118,Ligament Rupture
CID000003961,Losartan,C0267048,Glossoptosis
CID000003961,Losartan,C0869219,Speech Disorder
CID000003961,Losartan,C0877025,Prothrombin Time Prolonged
CID000003961,Losartan,C0520561,Small Intestinal Haemorrhage
CID000003961,Losartan,C0858701,Skin Hypertrophy
CID000003961,Losartan,C0242350,Erectile Dysfunction
CID000003961,Losartan,C0854794,Hepatic Neoplasm Malignant
CID000003961,Losartan,C0851563,Haemorrhagic Disorder
CID000003961,Losartan,C0239521,Rash
CID000003961,Losartan,C0919578,Idiosyncratic Drug Reaction
CID000003961,Losartan,C0476273,Respiratory Distress
CID000003961,Losartan,C0023222,Pain In Extremity
CID000003961,Losartan,C0018128,Vascular Graft Occlusion
CID000003961,Losartan,C0853768,Blood Zinc Abnormal
CID000003961,Losartan,C0542571,Face Oedema
CID000003961,Losartan,C0233794,Memory Impairment
CID000003961,Losartan,C0542181,Hostility
CID000003961,Losartan,C0852964,Shunt Occlusion
CID000003961,Losartan,C0948322,Radiotherapy
CID000003961,Losartan,C0850149,Cough
CID000003961,Losartan,C1095923,Febrile Bone Marrow Aplasia
CID000003961,Losartan,C1141937,Nephrogenic Anaemia
CID000003961,Losartan,C1536020,Circumstance Or Information Capable Of Leading To Medication Error
CID000003961,Losartan,C0009450,Infection
CID000003961,Losartan,C0151539,Blood Urea Increased
CID000003961,Losartan,C0221210,Intestinal Malrotation
CID000003961,Losartan,C0852700,Reticulocyte Count Decreased
CID000003961,Losartan,C0186662,Shoulder Arthroplasty
CID000003961,Losartan,C0740281,Multiple Allergies
CID000003961,Losartan,C0853068,Glomerular Filtration Rate Decreased
CID000003961,Losartan,C1504330,Amniotic Fluid Volume
CID000003961,Losartan,C0241697,Vitamin B12 Decreased
CID000003961,Losartan,C0520863,Diastolic Dysfunction
CID000003961,Losartan,C0042929,Vocal Cord Polyp
CID000003961,Losartan,C0522776,Stent Placement
CID000003961,Losartan,C0920086,Limb Operation
CID000003961,Losartan,C1695691,Wound Infection
CID000003961,Losartan,C0151691,High Density Lipoprotein Decreased
CID000003961,Losartan,C0877168,Haematocrit Abnormal
CID000003961,Losartan,C0919934,Abdominal Wall Infection
CID000003961,Losartan,C0700225,Blood Creatinine Increased
CID000003961,Losartan,C0948715,Infusion Related Reaction
CID000003961,Losartan,C0520966,Coordination Abnormal
CID000003961,Losartan,C0427008,Musculoskeletal Stiffness
CID000003961,Losartan,C0040409,Tongue Disorder
CID000003961,Losartan,C0004763,Barrett'S Oesophagus
CID000003961,Losartan,C0239454,Erythema Of Eyelid
CID000003961,Losartan,C1869048,Ageusia
CID000003961,Losartan,C0877153,Neutropenic Sepsis
CID000003961,Losartan,C0520893,Localised Exfoliation
CID000003961,Losartan,C0022354,Jaundice Cholestatic
CID000003961,Losartan,C0030469,Sinus Disorder
CID000003961,Losartan,C0853683,Kidney Infection
CID000003961,Losartan,C0085642,Livedo Reticularis
CID000003961,Losartan,C0041364,Tumour Lysis Syndrome
CID000003961,Losartan,C0860689,Spinal X-Ray
CID000003961,Losartan,C0236062,Haptoglobin Decreased
CID000003961,Losartan,C2242498,Haemorrhagic Hepatic Cyst
CID000003961,Losartan,C1535985,Staphylococcal Osteomyelitis
CID000003961,Losartan,C1321686,Faecaloma
CID000003961,Losartan,C0852740,Breast Lump Removal
CID000003961,Losartan,C0341318,Enterocutaneous Fistula
CID000003961,Losartan,C0877027,Joint Range Of Motion Decreased
CID000003961,Losartan,C0154728,Meningeal Disorder
CID000003961,Losartan,C0011875,Diabetic Vascular Disorder
CID000003961,Losartan,C0852411,Mental Impairment
CID000003961,Losartan,C0579121,Diabetes Mellitus Inadequate Control
CID000003961,Losartan,C0936227,Abnormal Loss Of Weight
CID000003961,Losartan,C1142300,Clostridium Colitis
CID000003961,Losartan,C0241237,Dysstasia
CID000003961,Losartan,C0038990,Hyperhidrosis
CID000003961,Losartan,C0342649,Vascular Calcification
CID000003961,Losartan,C0948525,Musculoskeletal Stiffness
CID000003961,Losartan,C0854416,Pulmonary Vascular Disorder
CID000003961,Losartan,C0241669,Venous Occlusion
CID000003961,Losartan,C0853891,Tumour Flare
CID000003961,Losartan,C0425791,Peau D'Orange
CID000003961,Losartan,C0010399,Crying
CID000003961,Losartan,C1964003,Drug Therapy
CID000003961,Losartan,C0549249,Depressed Level Of Consciousness
CID000003961,Losartan,C0151811,Subcutaneous Nodule
CID000003961,Losartan,C0267055,Erosive Oesophagitis
CID000003961,Losartan,C0877583,Ligament Injury
CID000003961,Losartan,C0038325,Erythema Multiforme
CID000003961,Losartan,C0041667,Underweight
CID000003961,Losartan,C0019333,Umbilical Hernia Repair
CID000003961,Losartan,C0857172,Cough
CID000003961,Losartan,C0020503,Hyperparathyroidism Secondary
CID000003961,Losartan,C0587094,Breast Calcifications
CID000003961,Losartan,C0233818,Judgement Impaired
CID000003961,Losartan,C0019054,Haemolysis
CID000003961,Losartan,C0016385,Cardiac Flutter
CID000003961,Losartan,C1619702,Device Related Infection
CID000003961,Losartan,C0155966,Diverticulum
CID000003961,Losartan,C1168003,Albumin Csf Increased
CID000003961,Losartan,C0034152,Henoch-Schonlein Purpura
CID000003961,Losartan,C0264650,Hypertensive Heart Disease
CID000003961,Losartan,C0027765,Nervous System Disorder
CID000003961,Losartan,C1696153,Pitting Oedema
CID000003961,Losartan,C0264309,Vocal Cord Disorder
CID000003961,Losartan,C1696157,Gastrointestinal Stoma Complication
CID000003961,Losartan,C1868738,Sinus Antrostomy
CID000003961,Losartan,C0234215,Discomfort
CID000003961,Losartan,C2609421,Eyelid Retraction
CID000003961,Losartan,C0154260,Mineral Metabolism Disorder
CID000003961,Losartan,C0150450,Altered State Of Consciousness
CID000003961,Losartan,C1142295,Cough
CID000003961,Losartan,C0197494,Scleral Operation
CID000003961,Losartan,C0085435,Arthritis Reactive
CID000003961,Losartan,C0029453,Osteopenia
CID000003961,Losartan,C0020564,Hypertrophy
CID000003961,Losartan,C1504340,Dural Tear
CID000003961,Losartan,C0743733,Eye Laser Surgery
CID000003961,Losartan,C2609418,Stevens-Johnson Syndrome
CID000003961,Losartan,C1096117,Off Label Use
CID000003961,Losartan,C0085232,Pharyngoesophageal Diverticulum
CID000003961,Losartan,C0677500,Pain
CID000003961,Losartan,C0524861,Oral Surgery
CID000003961,Losartan,C0399459,Oral Discomfort
CID000003961,Losartan,C0277884,Blood Pressure Systolic Increased
CID000003961,Losartan,C0853836,Blood Immunoglobulin G
CID000003961,Losartan,C0919857,Ecg Signs Of Ventricular Hypertrophy
CID000003961,Losartan,C0007131,Non-Small Cell Lung Cancer
CID000003961,Losartan,C0877635,Cytomegalovirus Viraemia
CID000003961,Losartan,C0730018,Foetal Heart Rate Abnormal
CID000003961,Losartan,C0156318,Breast Fibrosis
CID000003961,Losartan,C0851535,Prostatic Disorder
CID000003961,Losartan,C0239940,Glycosylated Haemoglobin Increased
CID000003961,Losartan,C0009918,Joint Contracture
CID000003961,Losartan,C0342500,Adrenal Mass
CID000003961,Losartan,C0948588,Lymphangiosis Carcinomatosa
CID000003961,Losartan,C0263888,Back Disorder
CID000003961,Losartan,C0003469,Anxiety Disorder
CID000003961,Losartan,C0231529,Tendon Pain
CID000003961,Losartan,C0851748,Gastric Disorder
CID000003961,Losartan,C0155690,Myocarditis Septic
CID000003961,Losartan,C1443060,Feeling Abnormal
CID000003961,Losartan,C1695986,Hormone Level Abnormal
CID000003961,Losartan,C1096657,Prostate Examination Abnormal
CID000003961,Losartan,C1963873,Cardioversion
CID000003961,Losartan,C1328331,Hospitalisation
CID000003961,Losartan,C0034933,Reflexes Abnormal
CID000003961,Losartan,C0555970,Rhinitis
CID000003961,Losartan,C0392176,Epigastric Discomfort
CID000003961,Losartan,C1565489,Renal Failure
CID000003961,Losartan,C0017566,Gingival Hyperplasia
CID000003961,Losartan,C0001263,Abdominal Infection
CID000003961,Losartan,C0549313,Bronchial Irritation
CID000003961,Losartan,C1112396,Eye Operation
CID000003961,Losartan,C0236650,Vascular Dementia
CID000003961,Losartan,C0349506,Photosensitivity Reaction
CID000003961,Losartan,C0340775,Varicose Vein Ruptured
CID000003961,Losartan,C0231749,Arthralgia
CID000003961,Losartan,C0151734,Injection Site Inflammation
CID000003961,Losartan,C0947881,Lung Infection
CID000003961,Losartan,C1697540,Infusion Site Mobility Decreased
CID000003961,Losartan,C1868822,Fistula Discharge
CID000003961,Losartan,C0600028,Loose Tooth
CID000003961,Losartan,C2242544,Congenital Tricuspid Valve Incompetence
CID000003961,Losartan,C0007867,Cervix Disorder
CID000003961,Losartan,C0019559,Arthralgia
CID000003961,Losartan,C1456868,Diabetic Foot
CID000003961,Losartan,C0455012,Blood Product Transfusion
CID000003961,Losartan,C0221185,Xanthopsia
CID000003961,Losartan,C0020580,Hypoaesthesia
CID000003961,Losartan,C0042568,Vertebrobasilar Insufficiency
CID000003961,Losartan,C0700632,Endodontic Procedure
CID000003961,Losartan,C0520594,Breast Microcalcification
CID000003961,Losartan,C0043251,Injury
CID000003961,Losartan,C0185240,Bone Lesion
CID000003961,Losartan,C0684204,Arteriovenous Shunt Operation
CID000003961,Losartan,C0153676,Metastases To Lung
CID000003961,Losartan,C1142288,Hypokinesia
CID000003961,Losartan,C0151907,Skin Discolouration
CID000003961,Losartan,C0003838,Arterial Occlusive Disease
CID000003961,Losartan,C0154959,Lens Disorder
CID000003961,Losartan,C0333559,Lacunar Infarction
CID000003961,Losartan,C0001349,Acute Phase Reaction
CID000003961,Losartan,C0001883,Obstructive Airways Disorder
CID000003961,Losartan,C0039338,Taste Disorders
CID000003961,Losartan,C0241075,Skin Induration
CID000003961,Losartan,C0010073,Arteriospasm Coronary
CID000003961,Losartan,C0857494,Unresponsive To Stimuli
CID000003961,Losartan,C0877256,Impaired Driving Ability
CID000003961,Losartan,C1536093,Dilatation Atrial
CID000003961,Losartan,C0030662,Gambling
CID000003961,Losartan,C0015459,Face Injury
CID000003961,Losartan,C0233842,Dyslalia
CID000003961,Losartan,C0854890,Mesothelioma Malignant
CID000003961,Losartan,C0334040,Extraskeletal Ossification
CID000003961,Losartan,C0741160,Aortic Aneurysm Rupture
CID000003961,Losartan,C0877406,Performance Status Decreased
CID000003961,Losartan,C0162279,Choroidal Detachment
CID000003961,Losartan,C0948166,Ethmoid Sinus Surgery
CID000003961,Losartan,C0853828,Post Inflammatory Pigmentation Change
CID000003961,Losartan,C0853314,Soft Tissue Inflammation
CID000003961,Losartan,C0542044,Incoherent
CID000003961,Losartan,C0013378,Dysgeusia
CID000003961,Losartan,C0237322,Skin Turgor Decreased
CID000003961,Losartan,C0239377,Pain In Extremity
CID000003961,Losartan,C1262038,Post Procedural Nausea
CID000002162,Amlodipine,C0949040,Sinus Disorder
CID000002162,Amlodipine,C0234987,Dizziness Postural
CID000002162,Amlodipine,C0242339,Dyslipidaemia
CID000002162,Amlodipine,C0153767,Hodgkin'S Disease
CID000002162,Amlodipine,C0238158,Haemochromatosis
CID000002162,Amlodipine,C3665386,Visual Impairment
CID000002162,Amlodipine,C0231530,Muscle Twitching
CID000002162,Amlodipine,C0235996,Hepatic Enzyme
CID000002162,Amlodipine,C1806780,Csf Protein Increased
CID000002162,Amlodipine,C0042023,Pollakiuria
CID000002162,Amlodipine,C0267917,Cholangitis Acute
CID000002162,Amlodipine,C0007435,Central Venous Catheterisation
CID000002162,Amlodipine,C0235639,Urine Abnormality
CID000002162,Amlodipine,C1261282,Complications Of Transplanted Liver
CID000002162,Amlodipine,C0014013,Pyothorax
CID000002162,Amlodipine,C0435632,Hand Fracture
CID000002162,Amlodipine,C0919561,Congenital Pyelocaliectasis
CID000002162,Amlodipine,C0476434,Sputum Culture Positive
CID000002162,Amlodipine,C0235848,Cold Sweat
CID000002162,Amlodipine,C0242979,Muscle Fatigue
CID000002162,Amlodipine,C0853644,Eosinophil Count Abnormal
CID000002162,Amlodipine,C0340464,Extrasystoles
CID000002162,Amlodipine,C0948981,"Delusional Disorder, Persecutory Type"
CID000002162,Amlodipine,C0700361,Emotional Distress
CID000002162,Amlodipine,C0700360,Allergy To Animal
CID000002162,Amlodipine,C1112313,Gastrointestinal Mucosal Disorder
CID000002162,Amlodipine,C0520863,Diastolic Dysfunction
CID000002162,Amlodipine,C0424790,Chills
CID000002162,Amlodipine,C0155966,Diverticulum
CID000002162,Amlodipine,C1112423,Post Procedural Bile Leak
CID000002162,Amlodipine,C0234458,Abnormal Dreams
CID000002162,Amlodipine,C0034013,Precocious Puberty
CID000002162,Amlodipine,C0003621,Appetite Disorder
CID000002162,Amlodipine,C0264650,Hypertensive Heart Disease
CID000002162,Amlodipine,C0022410,Joint Instability
CID000002162,Amlodipine,C2830004,Somnolence
CID000002162,Amlodipine,C1167940,Lymphocyte Stimulation Test Positive
CID000002162,Amlodipine,C0521849,Drug Interaction
CID000002162,Amlodipine,C0742906,C-Reactive Protein Increased
CID000002162,Amlodipine,C0235431,Blood Creatinine Increased
CID000002162,Amlodipine,C0919768,Extremity Contracture
CID000002162,Amlodipine,C0948099,Cytomegalovirus Test Positive
CID000002162,Amlodipine,C0151596,Tongue Discolouration
CID000002162,Amlodipine,C1510410,Parosmia
CID000002162,Amlodipine,C1142460,Dialysis Device Insertion
CID000002162,Amlodipine,C0520600,Cardio-Respiratory Arrest
CID000002162,Amlodipine,C0158266,Intervertebral Disc Degeneration
CID000002162,Amlodipine,C0159321,Facial Bones Fracture
CID000002162,Amlodipine,C0549371,Carcinoembryonic Antigen Increased
CID000002162,Amlodipine,C0232409,Hair Growth Abnormal
CID000002162,Amlodipine,C0017178,Gastrointestinal Disorder
CID000002162,Amlodipine,C0234192,Feeling Cold
CID000002162,Amlodipine,C0400745,Biliary Drainage
CID000002162,Amlodipine,C1167677,Infrequent Bowel Movements
CID000002162,Amlodipine,C1956346,Coronary Artery Disease
CID000002162,Amlodipine,C0729958,Lung Transplant
CID000002162,Amlodipine,C0005778,Coagulopathy
CID000002162,Amlodipine,C0740355,Lumbar Puncture Abnormal
CID000002162,Amlodipine,C0037379,Snake Bite
CID000002162,Amlodipine,C0853759,Blood Potassium
CID000002162,Amlodipine,C0026936,Mycoplasma Infection
CID000002162,Amlodipine,C0270799,Cauda Equina Syndrome
CID000002162,Amlodipine,C1963786,Quality Of Life Decreased
CID000002162,Amlodipine,C0205721,Nosocomial Infection
CID000002162,Amlodipine,C0919925,Speech Rehabilitation
CID000002162,Amlodipine,C0948256,Immunosuppressant Drug Level Decreased
CID000002162,Amlodipine,C1096117,Off Label Use
CID000002162,Amlodipine,C0541832,Chromaturia
CID000002162,Amlodipine,C0549622,Sexual Dysfunction
CID000002162,Amlodipine,C0191925,Mammoplasty
CID000002162,Amlodipine,C0008370,Cholestasis
CID000002162,Amlodipine,C0855362,Csf Lactate Dehydrogenase Increased
CID000002162,Amlodipine,C0392108,Pulmonary Venous Thrombosis
CID000002162,Amlodipine,C0024884,Radical Mastectomy
CID000002162,Amlodipine,C1639520,Tubulointerstitial Nephritis
CID000002162,Amlodipine,C0011946,Dialysis
CID000002162,Amlodipine,C0266564,Retinal Anomaly Congenital
CID000002162,Amlodipine,C0600142,Menopausal Symptoms
CID000002162,Amlodipine,C0476369,Echocardiogram Abnormal
CID000002162,Amlodipine,C0877322,Muscle Tightness
CID000002162,Amlodipine,C0423791,Rash Maculo-Papular
CID000002162,Amlodipine,C0744321,Gastrointestinal Arteriovenous Malformation
CID000002162,Amlodipine,C0241166,Skin Tightness
CID000002162,Amlodipine,C0549253,Bladder Dilatation
CID000002162,Amlodipine,C1328312,Intestinal Polyp
CID000002162,Amlodipine,C0235490,Peripheral Ischaemia
CID000002162,Amlodipine,C0855645,Urine Uric Acid Decreased
CID000002162,Amlodipine,C0522067,Hepatic Pain
CID000002162,Amlodipine,C0522063,Impaired Gastric Emptying
CID000002162,Amlodipine,C2129214,Diarrhoea
CID000002162,Amlodipine,C0869219,Speech Disorder
CID000002162,Amlodipine,C0042075,Urinary Tract Disorder
CID000002162,Amlodipine,C0042035,Micturition Disorder
CID000002162,Amlodipine,C0858701,Skin Hypertrophy
CID000002162,Amlodipine,C1735330,Interleukin-2 Receptor Increased
CID000002162,Amlodipine,C0242350,Erectile Dysfunction
CID000002162,Amlodipine,C0854794,Hepatic Neoplasm Malignant
CID000002162,Amlodipine,C0854796,Hepatoblastoma
CID000002162,Amlodipine,C0919750,Nodule On Extremity
CID000002162,Amlodipine,C0948224,Stenotrophomonas Infection
CID000002162,Amlodipine,C0854425,Sputum Discoloured
CID000002162,Amlodipine,C0580547,Basophil Count Abnormal
CID000002162,Amlodipine,C0241148,Skin Plaque
CID000002162,Amlodipine,C1141950,Panel-Reactive Antibody Increased
CID000002162,Amlodipine,C0004936,Mental Disorder
CID000002162,Amlodipine,C0549475,Lipase
CID000002162,Amlodipine,C0193388,Biopsy Liver
CID000002162,Amlodipine,C0270934,Polyneuropathy Toxic
CID000002162,Amlodipine,C0853626,Thyroxine Abnormal
CID000002162,Amlodipine,C0854686,Intubation
CID000002162,Amlodipine,C0948649,Liver Transplant
CID000002162,Amlodipine,C0152198,Accommodation Disorder
CID000002162,Amlodipine,C0854303,Limb Discomfort
CID000002162,Amlodipine,C0152193,Astigmatism
CID000002162,Amlodipine,C0438717,Transaminases Increased
CID000002162,Amlodipine,C0017566,Gingival Hyperplasia
CID000002162,Amlodipine,C0856103,Hepatic Function Abnormal
CID000002162,Amlodipine,C0845666,Knee Arthroplasty
CID000002162,Amlodipine,C0236151,Renal Function Test Abnormal
CID000002162,Amlodipine,C0236650,Vascular Dementia
CID000002162,Amlodipine,C0043349,Xerophthalmia
CID000002162,Amlodipine,C0020580,Hypoaesthesia
CID000002162,Amlodipine,C0238729,Axillary Mass
CID000002162,Amlodipine,C0235971,Alpha 1 Foetoprotein Increased
CID000002162,Amlodipine,C0235874,Condition Aggravated
CID000002162,Amlodipine,C1697540,Infusion Site Mobility Decreased
CID000002162,Amlodipine,C1096344,Creatinine Urine Decreased
CID000002162,Amlodipine,C1536020,Circumstance Or Information Capable Of Leading To Medication Error
CID000002162,Amlodipine,C0021053,Immune System Disorder
CID000002162,Amlodipine,C2242532,Reflux Laryngitis
CID000002162,Amlodipine,C0151539,Blood Urea Increased
CID000002162,Amlodipine,C0852911,Blood Alkaline Phosphatase Increased
CID000002162,Amlodipine,C0852913,Blood Amylase Increased
CID000002162,Amlodipine,C0877072,Cytomegalovirus Chorioretinitis
CID000002162,Amlodipine,C0346989,Metastases To Peritoneum
CID000002162,Amlodipine,C0852113,Cardiovascular Disorder
CID000002162,Amlodipine,C0740321,Catheterisation Cardiac
CID000002162,Amlodipine,C0860829,Csf White Blood Cell Count Increased
CID000002162,Amlodipine,C0855625,Bilirubin Conjugated Increased
CID000002162,Amlodipine,C1619692,Nephrogenic Fibrosing Dermopathy
CID000002162,Amlodipine,C0595900,Blood Chloride Increased
CID000002162,Amlodipine,C1535939,Pneumocystis Jiroveci Pneumonia
CID000002162,Amlodipine,C0854057,Urine Osmolarity Decreased
CID000002162,Amlodipine,C0854050,Glomerular Filtration Rate Abnormal
CID000002162,Amlodipine,C0015397,Disorder Of Globe
CID000002162,Amlodipine,C0854504,Enterococcal Bacteraemia
CID000002162,Amlodipine,C0700632,Endodontic Procedure
CID000002162,Amlodipine,C0853619,Local Swelling
CID000002162,Amlodipine,C0085633,Mood Altered
CID000002162,Amlodipine,C0085632,Flat Affect
CID000002162,Amlodipine,C0151907,Skin Discolouration
CID000002162,Amlodipine,C0855356,Csf Lymphocyte Count Increased
CID000002162,Amlodipine,C0151905,Alanine Aminotransferase Increased
CID000002162,Amlodipine,C0027765,Nervous System Disorder
CID000002162,Amlodipine,C0028961,Oliguria
CID000002162,Amlodipine,C0152097,Diaphragmatic Disorder
CID000002162,Amlodipine,C0029464,Osteosclerosis
CID000002162,Amlodipine,C0265761,Laryngocele
CID000002162,Amlodipine,C0154038,Benign Neoplasm Of Thyroid Gland
CID000002162,Amlodipine,C0241075,Skin Induration
CID000002162,Amlodipine,C0010073,Arteriospasm Coronary
CID000002162,Amlodipine,C0001427,Adenoiditis
CID000002162,Amlodipine,C0234930,Skin Odour Abnormal
CID000002162,Amlodipine,C0039971,Thirst
CID000002162,Amlodipine,C0026826,Hypertonia
CID000002162,Amlodipine,C2363801,Oxygen Saturation Decreased
CID000002162,Amlodipine,C0232461,Increased Appetite
CID000002162,Amlodipine,C1321686,Faecaloma
CID000002162,Amlodipine,C0948594,Musculoskeletal Discomfort
CID000002162,Amlodipine,C0011071,Sudden Death
CID000002162,Amlodipine,C0342245,Diabetic Eye Disease
CID000002162,Amlodipine,C0851353,Blood And Lymphatic System Disorders
CID000002162,Amlodipine,C0851354,Ear And Labyrinth Disorders
CID000002162,Amlodipine,C0233844,Clumsiness
CID000002162,Amlodipine,C0522153,Urine Colour Abnormal
CID000002162,Amlodipine,C0085082,Fungaemia
CID000002162,Amlodipine,C1096260,Enterococcal Sepsis
CID000002162,Amlodipine,C1141938,Ocular Icterus
CID000002162,Amlodipine,C0187064,Wrist Surgery
CID000002162,Amlodipine,C0178298,Skin Disorder
CID000002162,Amlodipine,C1383860,Cardiac Hypertrophy
CID000002162,Amlodipine,C1167766,Wound Infection Pseudomonas
CID000002162,Amlodipine,C0547030,Visual Impairment
CID000002162,Amlodipine,C0013378,Dysgeusia
CID000002162,Amlodipine,C0011551,Depersonalisation
CID000002162,Amlodipine,C0425791,Peau D'Orange
CID000002162,Amlodipine,C0234913,Rash Erythematous
CID000002162,Amlodipine,C2363981,Chronic Hepatic Failure
CID000002162,Amlodipine,C2363983,Optic Neuropathy
CID000002162,Amlodipine,C0232766,Asterixis
